CASE,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,VEHWRK,POPDENS,MALE,AGE,AGE45,HIGHINC,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR
627,1,0,2,0,1,0,0.6426,3.6,0.7,12.45,0,52,1,0,0.8,0.3,0.08333,0.35,1.03,0.49,0.13611,0.17,1.75,2.85,0.79167,1.25
628,1,0,1,1,0,0,0.6426,3.6,0.7,12.45,0,52,1,0,0.9,0.3,0.08333,0.35,1.15,0.52,0.14444,0.17,1.86,3,0.83333,1.25
629,1,0,1,1,0,0,1.8362,3.6,0.7,12.45,1,21,0,0,0.9,0.3,0.08333,0.35,1.15,0.52,0.14444,0.17,1.86,3,0.83333,1.25
630,1,0,1,1,0,0,1.8362,11.8,1,5.61,1,40,0,0,2.5,0.4,0.0339,1.16,3.11,0.56,0.04746,0.58,5.27,3.75,0.3178,2.25
631,1,0,3,0,0,1,1.8362,7.7,1,8.14,1,27,0,0,1.7,0.8,0.1039,0.75,2.14,1.04,0.13506,0.38,1.99,3.45,0.44805,1.5
632,1,0,1,1,0,0,1.8362,5.4,2,3.77,0,63,1,0,1.3,0.2,0.03704,0.53,1.57,0.38,0.07037,0.27,6.41,5.79,1.07222,2.75
633,1,0,1,1,0,0,1.8362,7.7,1,12.29,0,46,1,1,2.4,0.7,0.09091,0.75,2.76,0.92,0.11948,0.38,3.44,2.29,0.2974,1.25
634,1,0,1,1,0,0,0.2982,9.6,2,5.48,0,40,0,0,3,0.5,0.05208,1.47,3.35,0.73,0.07604,0.74,2.6,3.63,0.37813,1.65
635,1,0,1,1,0,0,0.2982,9.5,2,5.48,0,40,0,0,2.9,0.8,0.08421,5.89,3.3,1.03,0.10842,2.95,2.8,2.79,0.29368,1.65
636,1,0,3,0,0,1,0.2982,10.7,0.5,8.59,1,42,0,0,2.3,0.8,0.07477,6.01,2.62,1.04,0.0972,3.01,3.15,0.97,0.09065,0.75
637,1,0,1,1,0,0,1.8362,8.5,1,11.67,0,53,1,1,1.8,0.7,0.08235,0.83,2.09,0.94,0.11059,0.41,2.4,1.53,0.18,1.25
638,1,0,1,1,0,0,0.2982,11.3,2,4.77,1,41,0,0,2.7,0.5,0.04425,3.65,3.04,0.73,0.0646,1.83,3.4,3.28,0.29027,3.35
639,1,0,2,0,1,0,0.2982,11.4,2,4.77,1,41,0,0,2.3,0.5,0.04386,3.66,2.87,0.68,0.05965,1.83,3.2,2.88,0.25263,3.35
640,1,0,1,1,0,0,1.8362,21.7,0.8,13.8,1,26,0,1,3.5,0.4,0.01843,2.13,3.95,0.59,0.02719,1.06,6.6,5.12,0.23594,1.75
641,1,0,1,1,0,0,0.2982,6.8,0.8,13.8,0,22,0,1,1.6,0.4,0.05882,0.89,2.02,0.56,0.08235,0.45,2.33,3.5,0.51471,1.25
642,1,0,1,1,0,0,0.2982,1.5,0.5,9.28,1,25,0,0,0.5,0.4,0.26667,0.16,0.7,0.59,0.39333,0.08,0.58,1.76,1.17333,0.5
643,1,0,3,0,0,1,0.2982,12.2,1.5,10.16,0,65,1,0,2.2,0.6,0.04918,1.73,2.74,0.8,0.06557,0.87,1.9,1.58,0.12951,1.75
644,1,0,3,0,0,1,0.2982,12,1.5,10.16,0,65,1,0,2.2,0.6,0.05,1.71,2.74,0.8,0.06667,0.86,1.6,1.44,0.12,2.25
645,1,0,1,1,0,0,1.8362,12.7,0.7,7.44,1,53,1,0,2.5,0.3,0.02362,1.24,3.11,0.44,0.03465,0.62,6.57,5.25,0.41339,5.3
646,1,0,1,1,0,0,1.8362,14.8,0.7,4.33,1,60,1,1,2.8,0.4,0.02703,1.45,3.14,0.63,0.04257,0.72,5.58,3.91,0.26419,4.1
647,1,0,1,1,0,0,0.6426,3.4,0.7,4.33,1,50,1,1,0.7,0.4,0.11765,0.33,0.92,0.56,0.16471,0.17,1.93,2.9,0.85294,0.5
648,1,0,1,1,0,0,0.6426,3.4,0.7,4.33,1,50,1,1,0.7,0.4,0.11765,0.33,0.92,0.59,0.17353,0.17,1.32,2.44,0.71765,0.5
649,1,0,1,1,0,0,0.6426,3.4,0.7,4.33,0,48,1,1,0.7,0.4,0.11765,0.33,0.92,0.56,0.16471,0.17,1.93,2.9,0.85294,0.5
650,1,0,1,1,0,0,0.6426,3.4,0.7,4.33,0,48,1,1,0.7,0.4,0.11765,0.33,0.92,0.59,0.17353,0.17,1.32,2.44,0.71765,0.5
651,1,0,1,1,0,0,0.6426,6.5,1,11.61,0,69,1,0,2.6,0.7,0.10769,0.64,2.93,0.94,0.14462,0.32,2.44,2.76,0.42462,1.25
652,1,0,1,1,0,0,0.2982,8.8,1,9.72,0,23,0,1,2.4,0.8,0.09091,5.82,2.72,1.04,0.11818,2.91,1.53,3.73,0.42386,0.75
653,1,0,3,0,0,1,0.2982,8.9,1,9.72,0,23,0,1,2.3,0.8,0.08989,5.83,2.65,1.03,0.11573,2.91,1.43,2.42,0.27191,0.75
654,1,0,1,1,0,0,0.2982,7.7,1,14.2,1,26,0,0,2,0.8,0.1039,4.43,2.3,1.04,0.13506,2.22,2.67,2.86,0.37143,1.25
655,1,0,2,0,1,0,0.2982,8.1,1,14.2,1,26,0,0,1.9,0.8,0.09877,4.47,2.22,1.03,0.12716,2.24,2.51,2.57,0.31728,1.25
656,1,0,1,1,0,0,0.2982,7.5,1,14.2,1,60,1,0,1.7,0.8,0.10667,4.41,2.14,1.04,0.13867,2.2,2.29,3.02,0.40267,1.25
657,1,0,2,0,1,0,0.2982,7.7,1,14.2,1,60,1,0,2,0.8,0.1039,4.43,2.3,1.04,0.13506,2.22,2.67,2.86,0.37143,1.25
658,1,0,1,1,0,0,1.8362,3.7,0.5,8.14,0,44,0,0,1.1,0.5,0.13514,0.36,1.41,0.68,0.18378,0.18,2.28,2.09,0.56486,1
659,1,0,1,1,0,0,1.8362,5.9,2,13.8,1,44,0,1,1.5,0.6,0.10169,0.58,1.89,0.8,0.13559,0.29,2.89,2.37,0.40169,1.25
660,1,0,1,1,0,0,0.6426,8.4,2,9.34,1,70,1,1,2,0.8,0.09524,3.2,2.33,1.03,0.12262,1.6,2.3,3.06,0.36429,0.5
661,1,0,1,1,0,0,0.6426,8.8,2,9.34,1,70,1,1,2.2,0.9,0.10227,3.24,2.51,1.15,0.13068,1.62,3.69,4.43,0.50341,1.25
662,1,0,1,1,0,0,1.8362,4.5,2,32.84,1,28,0,0,1.2,0.4,0.08889,0.44,1.46,0.63,0.14,0.22,1.37,3.67,0.81556,0.75
663,1,0,2,0,1,0,1.8362,14,1,3.89,0,29,0,0,2.8,0.2,0.01429,1.37,3.2,0.38,0.02714,0.69,7.95,6.14,0.43857,4.3
664,1,0,1,1,0,0,1.8362,16.9,1,3.89,0,25,0,0,3.2,0.2,0.01183,1.66,3.63,0.38,0.02249,0.83,6.7,6.99,0.41361,3
665,1,0,1,1,0,0,0.2982,13.7,2,9.72,1,51,1,0,2.8,0.5,0.0365,1.51,3.47,0.68,0.04964,0.76,3.3,6.13,0.44745,0.75
666,1,0,1,1,0,0,0.2982,8.8,0.5,11.95,1,36,0,0,2.1,0.7,0.07955,1.61,2.44,0.92,0.10455,0.81,3.61,1.46,0.16591,1.25
667,1,0,1,1,0,0,0.2982,5.2,0.5,11.95,0,36,0,0,1.4,0.6,0.11538,1.18,1.67,0.84,0.16154,0.6,2.1,1.18,0.22692,0.5
668,1,0,1,1,0,0,0.2982,4.8,0.5,11.95,0,36,0,0,1.3,0.6,0.125,1.14,1.57,0.81,0.16875,0.57,2.25,1.28,0.26667,0.5
669,1,0,1,1,0,0,0.2982,10.7,0.5,3.72,1,41,0,0,2.2,0.5,0.04673,2.9,2.55,0.7,0.06542,1.46,4.67,2.67,0.24953,1.25
670,1,0,1,1,0,0,0.2982,9.8,0.5,3.72,1,41,0,0,1.9,0.5,0.05102,2.81,2.38,0.68,0.06939,1.41,4.82,3.22,0.32857,1.25
671,1,0,1,1,0,0,0.2982,12.1,0.5,3.72,0,40,0,0,2.5,0.5,0.04132,1.72,3.11,0.68,0.0562,0.86,3.77,2.96,0.24463,1.25
672,1,0,2,0,1,0,0.2982,13.1,0.5,3.72,0,40,0,0,2.4,0.5,0.03817,1.81,2.99,0.68,0.05191,0.91,3.61,2.37,0.18092,1.25
673,1,0,1,1,0,0,1.8362,10.1,1,5.18,0,31,0,0,1.9,0.5,0.0495,0.99,2.38,0.68,0.06733,0.49,3.2,5.05,0.5,3.15
674,1,0,1,1,0,0,0.6426,2,1,4.84,1,39,0,0,0.5,0.3,0.15,0.2,0.7,0.49,0.245,0.1,0.36,2.12,1.06,0.6
675,1,0,1,1,0,0,0.6426,17,1,9.34,1,44,0,0,2.6,0.3,0.01765,1.67,2.98,0.49,0.02882,0.83,5,3.45,0.20294,3.15
676,1,0,1,1,0,0,0.2982,6.1,0.5,11.95,1,30,0,1,1.9,0.4,0.06557,0.82,2.2,0.63,0.10328,0.41,2.21,3.06,0.50164,1.25
677,1,0,1,1,0,0,0.2982,6.2,0.5,11.95,0,27,0,1,2,0.6,0.09677,0.83,2.3,0.84,0.13548,0.41,2.28,3.05,0.49194,1.25
678,1,0,1,1,0,0,0.2982,3.6,0.5,7.25,1,44,0,0,0.7,0.4,0.11111,0.35,0.92,0.56,0.15556,0.18,1.5,1.67,0.46389,0.5
679,1,0,1,1,0,0,0.2982,3.6,0.5,7.25,1,44,0,0,0.7,0.4,0.11111,0.35,0.92,0.56,0.15556,0.18,1.62,1.71,0.475,0.5
680,1,0,1,1,0,0,0.2982,11.6,1.5,7.65,1,42,0,0,2.4,0.6,0.05172,1.67,2.72,0.84,0.07241,0.84,2.74,1.6,0.13793,1.65
681,1,0,2,0,1,0,1.8362,9.9,1,13.8,1,72,1,0,2.1,0.7,0.07071,3.5,2.62,0.92,0.09293,1.74,3.37,2.64,0.26667,1.25
682,1,0,1,1,0,0,1.8362,2.1,1,13.8,1,72,1,0,2.1,0.8,0.38095,2.74,2.62,1.04,0.49524,1.36,3.21,1.82,0.86667,1.25
683,1,0,3,0,0,1,0.2982,6.7,1,10.81,1,29,0,1,1.7,0.5,0.07463,0.88,2,0.7,0.10448,0.44,2.28,3.07,0.45821,2.4
684,1,0,1,1,0,0,0.2982,11.2,0.7,11.9,0,31,0,1,2,0.8,0.07143,6.06,2.33,1.03,0.09196,3.03,2.1,3,0.26786,1.9
685,1,0,2,0,1,0,0.2982,11.3,0.7,11.9,0,31,0,1,1.8,0.8,0.0708,6.07,2.26,1.04,0.09204,3.04,2,2.78,0.24602,1.9
686,1,0,1,1,0,0,0.6426,4.2,1,3.77,1,39,0,0,0.9,0.3,0.07143,0.41,1.14,0.49,0.11667,0.2,3.54,5.48,1.30476,0.75
687,1,0,2,0,1,0,0.6426,17,0.5,8.38,1,32,0,0,3,0.4,0.02353,1.67,3.41,0.59,0.03471,0.83,7.83,6.04,0.35529,2
688,1,0,1,1,0,0,1.8362,1.2,1,11.02,0,33,0,1,0.3,0.7,0.58333,0.12,0.44,0.92,0.76667,0.06,1.05,3.71,3.09167,1.25
689,1,0,1,1,0,0,1.8362,1.2,1,11.02,0,33,0,1,0.3,0.7,0.58333,0.12,0.52,0.94,0.78333,0.06,1.25,3.01,2.50833,1.25
690,1,0,1,1,0,0,0.2982,8.1,0.5,9.28,1,52,1,0,1.5,0.6,0.07407,2.64,1.79,0.81,0.1,1.33,1.2,3.57,0.44074,1.65
691,1,0,1,1,0,0,0.2982,8.2,0.5,9.28,1,52,1,0,1.7,0.6,0.07317,2.65,1.99,0.84,0.10244,1.33,1.61,2.8,0.34146,2
692,1,0,1,1,0,0,1.8362,11.7,1,3.77,0,49,1,0,2.3,0.2,0.01709,1.15,2.65,0.38,0.03248,0.57,3.84,3.46,0.29573,1.2
693,1,0,1,1,0,0,0.2982,5.7,0.5,14.51,0,31,0,0,1.8,0.6,0.10526,2.41,2.09,0.84,0.14737,1.21,3.45,1.98,0.34737,1
694,1,0,1,1,0,0,0.2982,12.4,1,10.68,0,26,0,0,4.2,0.7,0.05645,4.9,4.61,0.94,0.07581,2.45,1.59,2.95,0.2379,2.15
695,1,0,1,1,0,0,0.2982,12.7,1,10.68,0,26,0,0,3.7,0.7,0.05512,4.92,4.17,0.92,0.07244,2.46,1.51,2.94,0.2315,2.15
696,1,0,3,0,0,1,0.2982,9.3,1,8.87,1,73,1,0,2.9,0.7,0.07527,5.87,3.3,0.92,0.09892,2.94,2.6,2.7,0.29032,1.65
697,1,0,1,1,0,0,0.2982,8.9,1,8.87,1,73,1,0,3.1,0.7,0.07865,5.83,3.46,0.94,0.10562,2.91,2.6,3.47,0.38989,1.65
698,1,0,1,1,0,0,0.6426,12.5,1,2.66,1,54,1,0,2.3,0.3,0.024,1.23,2.65,0.49,0.0392,0.61,4.47,4.08,0.3264,2
699,1,0,2,0,1,0,0.6426,12.5,1,2.66,0,54,1,0,2.3,0.3,0.024,1.23,2.65,0.49,0.0392,0.61,4.47,4.08,0.3264,2
700,1,0,1,1,0,0,0.6426,1.3,0.5,7.48,0,46,1,0,0.3,0.2,0.15385,0.13,0.52,0.42,0.32308,0.07,1.22,4.45,3.42308,0.5
701,1,0,1,1,0,0,0.6426,1.3,0.5,7.48,0,46,1,0,0.3,0.2,0.15385,0.13,0.49,0.38,0.29231,0.07,1.27,4.45,3.42308,0.5
702,1,0,2,0,1,0,0.2982,15,2,6.14,0,56,1,0,2.2,0.8,0.05333,6.43,2.74,1.04,0.06933,3.21,2.52,2.63,0.17533,2.75
703,1,0,1,1,0,0,0.2982,14,2,6.14,0,56,1,0,2.9,0.8,0.05714,6.33,3.25,1.04,0.07429,3.17,2.41,2.93,0.20929,2.75
704,1,0,3,0,0,1,0.6426,8.2,1,13.74,1,29,0,0,2.7,0.8,0.09756,2.8,3.04,1.04,0.12683,1.4,1.78,2.17,0.26463,0.75
705,1,0,3,0,0,1,0.2982,8.5,1,13.74,1,29,0,0,2.5,0.8,0.09412,4.51,2.87,1.03,0.12118,2.25,1.51,1.82,0.21412,0.75
706,1,0,3,0,0,1,0.2982,22.8,4,2.4,1,48,1,0,4,0.7,0.0307,7.19,4.4,0.94,0.04123,3.59,2.4,2.66,0.11667,2.9
707,1,0,2,0,1,0,0.2982,22.8,4,2.4,1,48,1,0,3.2,0.7,0.0307,7.19,3.63,0.92,0.04035,3.59,2.7,2.83,0.12412,2.9
708,1,0,1,1,0,0,0.2982,20.2,0.5,2.66,1,46,1,1,3.1,0.6,0.0297,4.91,3.52,0.81,0.0401,2.46,4.51,4.22,0.20891,1.5
709,1,0,3,0,0,1,0.2982,17.2,0.5,2.66,1,46,1,1,3.5,0.6,0.03488,4.62,3.88,0.84,0.04884,2.31,4.23,2.57,0.14942,1.6
710,1,0,1,1,0,0,1.8362,16.2,0.5,2.66,0,44,0,1,2.5,0.3,0.01852,1.59,2.87,0.49,0.03025,0.8,7.53,5.08,0.31358,2.25
711,1,0,2,0,1,0,1.8362,16,0.5,2.66,0,44,0,1,2.3,0.3,0.01875,1.57,2.87,0.44,0.0275,0.79,7.76,6.31,0.39438,2.15
712,1,0,1,1,0,0,1.8362,3.8,1,1.88,1,62,1,1,0.8,0.2,0.05263,0.37,1.04,0.42,0.11053,0.18,0.94,3.62,0.95263,0.5
713,1,0,1,1,0,0,0.2982,10.9,0.5,5.73,1,42,0,0,2.2,0.5,0.04587,1.47,2.74,0.68,0.06239,0.74,2.7,3.51,0.32202,2.9
714,1,0,1,1,0,0,0.2982,10.7,0.5,5.73,1,42,0,0,2.6,0.5,0.04673,1.45,2.98,0.7,0.06542,0.73,2.56,3.59,0.33551,2.4
715,1,0,1,1,0,0,0.2982,11.6,0.5,5.73,0,42,0,0,2.5,0.6,0.05172,2.99,2.87,0.81,0.06983,1.5,3.3,3.04,0.26207,2.4
716,1,0,1,1,0,0,0.2982,12.2,0.5,5.73,0,42,0,0,2.7,0.6,0.04918,3.05,3.04,0.84,0.06885,1.53,3.4,1.67,0.13689,3
717,1,0,2,0,1,0,0.6426,13.4,1,4.01,0,41,0,0,2.7,0.6,0.04478,1.31,3.35,0.8,0.0597,0.66,3.93,3.87,0.28881,1.5
718,1,0,1,1,0,0,1.8362,15.3,1,1.54,1,51,1,0,3.4,0.3,0.01961,1.5,3.85,0.49,0.03203,0.75,2.72,3.45,0.22549,1.95
719,1,0,1,1,0,0,1.8362,16.2,1,7.61,1,49,1,0,2.9,0.6,0.03704,1.59,3.25,0.84,0.05185,0.8,4.1,4.59,0.28333,2.65
720,1,0,1,1,0,0,0.2982,8,1,14.74,1,50,1,1,1.9,0.7,0.0875,5.74,2.38,0.92,0.115,2.87,2.24,2.06,0.2575,1.25
721,1,0,1,1,0,0,0.2982,3.4,1,14.74,0,50,1,1,1.1,0.7,0.20588,1,1.36,0.94,0.27647,0.51,1.6,1.61,0.47353,0.5
722,1,0,1,1,0,0,0.2982,3.5,1,14.74,0,50,1,1,1.1,0.7,0.2,1.01,1.35,0.92,0.26286,0.51,1.4,1.69,0.48286,0.5
723,1,0,1,1,0,0,1.8362,22.5,2,3.51,1,34,0,0,3.9,0.6,0.02667,2.21,4.3,0.84,0.03733,1.1,5,1.43,0.06356,3.1
724,1,0,1,1,0,0,1.8362,10.5,1,0.98,0,26,0,0,2.1,0.2,0.01905,1.03,2.41,0.42,0.04,0.52,2.19,3.41,0.32476,2.65
725,1,0,1,1,0,0,1.8362,22.2,2,2.18,1,34,0,0,3.8,0.5,0.02252,2.18,4.28,0.7,0.03153,1.09,5.61,4.53,0.20405,4.5
726,1,0,1,1,0,0,1.8362,21,2,1.13,1,31,0,1,3.7,0.6,0.02857,2.06,4.09,0.84,0.04,1.03,5.77,3.66,0.17429,4.3
727,1,0,2,0,1,0,1.8362,7.2,2,2.64,1,72,1,0,1.5,0.2,0.02778,0.71,1.89,0.31,0.04306,0.35,0.25,2.13,0.29583,0.6
728,1,0,1,1,0,0,0.6426,1.8,1,5.03,1,29,0,1,0.4,0.2,0.11111,0.18,0.59,0.38,0.21111,0.09,0.49,2.28,1.26667,0.5
729,1,0,1,1,0,0,1.8362,7.6,0.3,1.84,1,49,1,0,1.4,0.4,0.05263,0.74,1.77,0.56,0.07368,0.37,2.25,2.06,0.27105,1.3
730,1,0,1,1,0,0,1.8362,30.3,0.3,1.84,1,49,1,0,6.2,0.2,0.0066,2.97,6.71,0.42,0.01386,1.49,8.14,4.93,0.16271,3.05
731,1,0,1,1,0,0,1.8362,18.4,1,6.97,1,49,1,0,2.7,0.3,0.0163,1.8,3.09,0.49,0.02663,0.9,7.73,6.95,0.37772,2.75
732,1,0,1,1,0,0,1.8362,10,1.5,9.02,1,49,1,1,2.3,0.7,0.07,0.98,2.62,0.94,0.094,0.49,2.17,4.29,0.429,2.4
733,1,0,1,1,0,0,0.2982,10.7,1,7.19,1,46,1,0,2.1,0.6,0.05607,3.98,2.62,0.8,0.07477,2,2.61,4.37,0.40841,0.75
734,1,0,1,1,0,0,1.8362,3.8,1,7.19,0,45,0,0,0.8,0.4,0.10526,0.37,1.04,0.63,0.16579,0.18,0.51,2.57,0.67632,0.25
735,1,0,2,0,1,0,1.8362,12.8,0.3,4.09,1,43,0,0,2.4,0.4,0.03125,1.25,2.99,0.56,0.04375,0.62,6.4,4.06,0.31719,2.35
736,1,0,1,1,0,0,1.8362,1.3,0.3,4.09,1,23,0,0,0.3,0.4,0.30769,0.13,0.44,0.56,0.43077,0.07,3.99,2.8,2.15385,0.6
737,1,0,1,1,0,0,1.8362,3.2,0.3,4.09,1,23,0,0,0.9,0.4,0.125,0.31,1.15,0.63,0.19688,0.15,3.37,2.89,0.90313,0.6
738,1,0,1,1,0,0,1.8362,3.8,1,13.85,0,56,1,0,1,0.4,0.10526,0.37,1.25,0.59,0.15526,0.18,1.24,1.93,0.50789,0.5
739,1,0,2,0,1,0,0.2982,20.8,1,5.21,0,30,0,0,3,0.6,0.02885,4.58,3.41,0.81,0.03894,2.29,4.1,2.63,0.12644,2.5
740,1,0,1,1,0,0,0.2982,21.4,1,5.21,0,30,0,0,3.4,0.6,0.02804,4.64,3.77,0.84,0.03925,2.32,3.9,2.41,0.11262,2.5
741,1,0,3,0,0,1,0.2982,13.6,2,6.14,0,45,0,0,3,0.8,0.05882,6.29,3.41,1.03,0.07574,3.15,3.57,1.64,0.12059,1.25
742,1,0,1,1,0,0,1.8362,6.3,3,13.74,1,36,0,0,1.7,0.6,0.09524,0.62,1.99,0.84,0.13333,0.31,1.96,3.6,0.57143,0.75
743,1,0,2,0,1,0,0.2982,15.6,0.5,6.77,0,29,0,1,3,0.5,0.03205,3.38,3.41,0.7,0.04487,1.7,4.2,3.02,0.19359,2.65
744,1,0,2,0,1,0,1.8362,0.2,2,14.2,0,47,1,0,0.2,0.4,2,0.02,0.31,0.56,2.8,0.01,0.16,2.59,12.95,0.5
745,1,0,1,1,0,0,0.6426,11.5,1.5,1.08,0,49,1,1,2.2,0.2,0.01739,1.13,2.55,0.38,0.03304,0.56,1.7,5.51,0.47913,2.9
746,1,0,1,1,0,0,0.6426,11.5,1.5,1.08,0,49,1,1,2.2,0.2,0.01739,1.13,2.51,0.42,0.03652,0.56,1.7,5.61,0.48783,2.9
747,1,0,2,0,1,0,1.8362,2.1,1.5,5.45,0,26,0,0,0.5,0.5,0.2381,0.21,0.7,0.7,0.33333,0.1,1.05,2.23,1.0619,0.75
748,1,0,1,1,0,0,1.8362,2.1,1.5,5.45,0,26,0,0,0.5,0.5,0.2381,0.21,0.68,0.68,0.32381,0.1,1.05,2.23,1.0619,0.75
749,1,0,1,1,0,0,1.8362,2.5,1,12.45,0,47,1,0,0.5,0.4,0.16,0.24,0.7,0.59,0.236,0.12,0.25,3.94,1.576,0.5
750,1,0,1,1,0,0,1.8362,2.5,1,12.45,0,47,1,0,0.5,0.4,0.16,0.24,0.7,0.59,0.236,0.12,1.28,4.76,1.904,1
751,1,0,1,1,0,0,0.2982,14.4,1,12.45,1,19,0,0,3.2,0.4,0.02778,1.52,3.63,0.59,0.04097,0.76,4.74,2.4,0.16667,1.25
752,1,0,1,1,0,0,0.2982,14.4,1,12.45,1,19,0,0,3.6,0.4,0.02778,1.52,3.98,0.63,0.04375,0.76,5.1,2.92,0.20278,1.25
753,1,0,2,0,1,0,1.8362,3,0.5,5.11,1,67,1,0,0.6,0.2,0.06667,0.29,0.81,0.38,0.12667,0.14,0.27,3.05,1.01667,0.5
754,1,0,1,1,0,0,1.8362,21.4,1.5,4.43,1,23,0,0,3.6,0.4,0.01869,2.1,4.06,0.59,0.02757,1.05,6.05,6.62,0.30935,5.95
755,1,0,1,1,0,0,0.2982,8,1,13.82,1,34,0,1,2.6,0.7,0.0875,1.53,2.93,0.94,0.1175,0.77,1.2,2.05,0.25625,1.65
756,1,0,1,1,0,0,1.8362,2.8,1,6.29,1,22,0,0,0.6,0.3,0.10714,0.27,0.8,0.44,0.15714,0.14,0.85,4.39,1.56786,0.5
757,1,0,1,1,0,0,1.8362,2.1,1,6.29,0,17,0,0,0.5,0.3,0.14286,0.21,0.68,0.44,0.20952,0.1,0.4,4.54,2.1619,1.25
758,1,0,1,1,0,0,1.8362,2.1,1,6.29,0,17,0,0,0.5,0.3,0.14286,0.21,0.68,0.44,0.20952,0.1,0.33,3.16,1.50476,0.5
759,1,0,1,1,0,0,1.8362,3,1,2.6,1,57,1,1,0.7,0.2,0.06667,0.29,0.92,0.31,0.10333,0.14,0.57,2.6,0.86667,0.5
760,1,0,1,1,0,0,1.8362,3.4,1,2.6,1,57,1,1,0.8,0.2,0.05882,0.33,1.04,0.42,0.12353,0.17,0.49,2.89,0.85,0.5
761,1,0,3,0,0,1,1.8362,3,1,2.6,1,57,1,1,0.7,0.2,0.06667,0.29,0.92,0.38,0.12667,0.14,0.74,2.88,0.96,0.5
762,1,0,1,1,0,0,1.8362,3,1,2.6,1,57,1,1,0.7,0.2,0.06667,0.29,0.92,0.31,0.10333,0.14,0.49,2.89,0.96333,0.5
763,1,0,1,1,0,0,1.8362,3,1,2.6,1,57,1,1,0.7,0.2,0.06667,0.29,0.92,0.31,0.10333,0.14,0.72,2.88,0.96,0.5
764,1,0,1,1,0,0,1.8362,9.3,1,7.08,1,41,0,0,1.6,0.5,0.05376,0.91,1.9,0.7,0.07527,0.46,2.93,6.28,0.67527,2.9
765,1,0,1,1,0,0,1.8362,8.1,1,7.08,1,41,0,0,1.8,0.5,0.06173,0.79,2.09,0.73,0.09012,0.4,2.98,6.88,0.84938,2.9
766,1,0,1,1,0,0,0.2982,10.5,2,8.59,1,32,0,0,2.9,0.8,0.07619,5.99,3.25,1.04,0.09905,3,1.94,2.83,0.26952,1.5
767,1,0,1,1,0,0,1.8362,2.6,1.3,3.78,1,56,1,0,0.6,0.2,0.07692,0.25,0.8,0.31,0.11923,0.13,1.95,4.37,1.68077,1.3
768,1,0,1,1,0,0,0.2982,18.1,1,2.08,1,35,0,0,3.4,0.6,0.03315,2.44,4.2,0.8,0.0442,1.23,4.75,2.41,0.13315,2
769,1,0,1,1,0,0,0.2982,18.8,1,2.08,1,35,0,0,3.5,0.6,0.03191,2.51,4.32,0.8,0.04255,1.26,4.72,2.83,0.15053,1.25
770,1,0,1,1,0,0,0.6426,3,0.6,6.97,0,49,1,1,0.7,0.4,0.13333,0.29,0.92,0.59,0.19667,0.14,1.65,4.5,1.5,1.9
771,1,0,2,0,1,0,1.8362,12.5,0.6,6.97,1,49,1,1,1.8,0.3,0.024,1.23,2.26,0.44,0.0352,0.61,4.13,7.37,0.5896,3.5
772,1,0,1,1,0,0,1.8362,15.2,1,19.99,0,29,0,1,2.2,0.4,0.02632,1.49,2.55,0.59,0.03882,0.74,5.87,4.93,0.32434,3.5
773,1,0,1,1,0,0,1.8362,9.7,1.5,7.85,1,36,0,0,2,0.5,0.05155,0.95,2.33,0.7,0.07216,0.48,6.57,5.86,0.60412,2.1
774,1,0,1,1,0,0,1.8362,9.4,1.5,7.85,1,36,0,0,1.9,0.5,0.05319,0.92,2.38,0.68,0.07234,0.46,5.89,5.96,0.63404,2.1
775,1,0,1,1,0,0,0.6426,3.3,3,1.19,0,46,1,0,0.7,0.3,0.09091,0.32,0.92,0.49,0.14848,0.16,1.5,2.87,0.8697,4.55
776,1,0,1,1,0,0,0.6426,11.5,1.5,6.72,1,43,0,0,1.8,0.3,0.02609,1.13,2.11,0.49,0.04261,0.56,3.83,5.09,0.44261,3.5
777,1,0,1,1,0,0,0.6426,7.4,1,1.74,1,28,0,0,1.5,0.2,0.02703,0.73,1.78,0.42,0.05676,0.36,0.8,3.91,0.52838,2.1
778,1,0,1,1,0,0,1.8362,19.3,1,2.08,1,43,0,1,4.6,0.5,0.02591,1.89,5.15,0.7,0.03627,0.94,6.84,5.29,0.27409,3.5
779,1,0,1,1,0,0,1.8362,17,0.8,1.12,0,21,0,1,2.8,0.2,0.01176,1.67,3.14,0.42,0.02471,0.83,10.92,4.33,0.25471,4.8
780,1,0,1,1,0,0,1.8362,17,0.8,1.12,0,21,0,1,2.2,0.2,0.01176,1.67,2.55,0.38,0.02235,0.83,9.3,5.36,0.31529,4.8
781,1,0,1,1,0,0,0.6426,2,0.8,1.12,1,60,1,1,0.4,0.2,0.1,0.2,0.59,0.38,0.19,0.1,1.82,3.12,1.56,0.75
782,1,0,1,1,0,0,0.6426,2,0.8,1.12,1,60,1,1,0.4,0.2,0.1,0.2,0.63,0.42,0.21,0.1,1.82,3.12,1.56,0.75
783,1,0,3,0,0,1,0.2982,22,1,1.54,0,36,0,1,4.2,0.7,0.03182,7.12,5.17,0.92,0.04182,3.56,2.44,4.49,0.20409,4.65
